Camera,Timestamp,Year,Month,Total Offenses,Total Unique Offenders,New Offenders This Month,Repeat Offenders,Repeat Offenders Within The Year,Repeat Offenders Within Past 6 Months,Repeat Offenders Within The Month
3809 W BELMONT AVE,6,2014,11,534,525,44,0,0,0,0
3809 W BELMONT AVE,7,2014,12,573,564,39,0,0,0,0
3809 W BELMONT AVE,8,2015,1,630,619,55,2,2,2,1
3809 W BELMONT AVE,9,2015,2,665,653,34,1,1,1,0
3809 W BELMONT AVE,10,2015,3,753,735,82,6,6,5,1
3809 W BELMONT AVE,11,2015,4,836,814,79,4,4,2,1
3809 W BELMONT AVE,12,2015,5,959,934,120,3,3,3,1
3809 W BELMONT AVE,13,2015,6,1046,1016,82,5,5,2,0
3809 W BELMONT AVE,13,2015,7,1046,1016,0,0,0,0,0
3809 W BELMONT AVE,13,2015,8,1046,1016,0,0,0,0,0
3809 W BELMONT AVE,14,2015,9,1150,1115,99,5,5,5,4
3809 W BELMONT AVE,15,2015,10,1253,1213,98,5,4,3,1
3809 W BELMONT AVE,16,2015,11,1317,1275,62,2,2,1,0
3809 W BELMONT AVE,17,2015,12,1365,1319,44,4,4,4,0
3809 W BELMONT AVE,18,2016,1,1399,1353,34,0,0,0,0
3809 W BELMONT AVE,19,2016,2,1446,1396,43,4,3,3,0
3809 W BELMONT AVE,20,2016,3,1506,1453,57,3,1,0,0
3809 W BELMONT AVE,21,2016,4,1530,1476,23,1,1,1,1
3809 W BELMONT AVE,22,2016,5,1606,1549,73,3,3,1,0
3809 W BELMONT AVE,23,2016,6,1640,1581,32,2,2,1,0
3809 W BELMONT AVE,24,2016,7,1694,1633,52,2,1,1,1
3809 W BELMONT AVE,25,2016,8,1708,1646,13,1,0,0,0
3809 W BELMONT AVE,26,2016,9,1784,1718,72,4,2,1,0
3809 W BELMONT AVE,27,2016,10,1849,1780,62,3,3,1,0
3809 W BELMONT AVE,28,2016,11,1896,1825,45,2,1,0,0
3809 W BELMONT AVE,29,2016,12,1911,1839,14,1,1,1,0
3809 W BELMONT AVE,30,2017,1,1936,1862,23,2,2,2,0
3809 W BELMONT AVE,31,2017,2,1976,1898,36,4,3,3,0
3809 W BELMONT AVE,32,2017,3,2026,1946,48,2,1,1,0
3809 W BELMONT AVE,33,2017,4,2078,1997,51,1,1,1,1
3809 W BELMONT AVE,34,2017,5,2162,2075,78,6,5,4,1
3809 W BELMONT AVE,35,2017,6,2212,2121,46,4,4,4,2
3809 W BELMONT AVE,36,2017,7,2246,2154,33,1,1,1,0
3809 W BELMONT AVE,37,2017,8,2256,2163,9,1,1,0,0
3809 W BELMONT AVE,38,2017,9,2310,2215,52,2,0,0,0
3809 W BELMONT AVE,39,2017,10,2363,2265,50,3,1,1,0
3809 W BELMONT AVE,40,2017,11,2402,2302,37,2,1,1,0
3809 W BELMONT AVE,41,2017,12,2434,2333,31,1,1,1,0
3809 W BELMONT AVE,42,2018,1,2460,2357,24,2,2,1,0
3809 W BELMONT AVE,43,2018,2,2497,2391,34,3,2,1,0
3809 W BELMONT AVE,44,2018,3,2546,2437,46,3,2,2,0
3809 W BELMONT AVE,45,2018,4,2601,2489,52,3,2,2,0
3809 W BELMONT AVE,45,2018,5,2601,2489,0,0,0,0,0
3810 W BELMONT AVE,1,2014,5,17,17,17,0,0,0,0
3810 W BELMONT AVE,2,2014,6,51,51,34,0,0,0,0
3810 W BELMONT AVE,3,2014,7,106,106,55,0,0,0,0
3810 W BELMONT AVE,3,2014,8,106,106,0,0,0,0,0
3810 W BELMONT AVE,4,2014,9,143,142,36,1,1,1,1
3810 W BELMONT AVE,5,2014,10,168,167,25,0,0,0,0
3810 W BELMONT AVE,6,2014,11,181,180,13,0,0,0,0
3810 W BELMONT AVE,7,2014,12,202,201,21,0,0,0,0
3810 W BELMONT AVE,8,2015,1,212,209,8,2,2,2,0
3810 W BELMONT AVE,9,2015,2,225,222,13,0,0,0,0
3810 W BELMONT AVE,10,2015,3,247,244,22,0,0,0,0
3810 W BELMONT AVE,11,2015,4,277,271,27,3,3,3,3
3810 W BELMONT AVE,12,2015,5,313,305,34,2,2,2,1
3810 W BELMONT AVE,13,2015,6,332,324,19,0,0,0,0
3810 W BELMONT AVE,13,2015,7,332,324,0,0,0,0,0
3810 W BELMONT AVE,13,2015,8,332,324,0,0,0,0,0
3810 W BELMONT AVE,14,2015,9,356,346,22,2,2,1,0
3810 W BELMONT AVE,15,2015,10,378,368,22,0,0,0,0
3810 W BELMONT AVE,16,2015,11,385,375,7,0,0,0,0
3810 W BELMONT AVE,17,2015,12,393,383,8,0,0,0,0
3810 W BELMONT AVE,18,2016,1,401,391,8,0,0,0,0
3810 W BELMONT AVE,19,2016,2,414,404,13,0,0,0,0
3810 W BELMONT AVE,20,2016,3,425,414,10,1,1,0,0
3810 W BELMONT AVE,21,2016,4,431,420,6,0,0,0,0
3810 W BELMONT AVE,22,2016,5,445,434,14,0,0,0,0
3810 W BELMONT AVE,23,2016,6,453,442,8,0,0,0,0
3810 W BELMONT AVE,24,2016,7,468,457,15,0,0,0,0
3810 W BELMONT AVE,25,2016,8,470,459,2,0,0,0,0
3810 W BELMONT AVE,26,2016,9,486,475,16,0,0,0,0
3810 W BELMONT AVE,27,2016,10,500,488,13,1,1,0,0
3810 W BELMONT AVE,28,2016,11,507,495,7,0,0,0,0
3810 W BELMONT AVE,29,2016,12,510,498,3,0,0,0,0
3810 W BELMONT AVE,30,2017,1,514,502,4,0,0,0,0
3810 W BELMONT AVE,31,2017,2,522,510,8,0,0,0,0
3810 W BELMONT AVE,32,2017,3,531,519,9,0,0,0,0
3810 W BELMONT AVE,33,2017,4,537,525,6,0,0,0,0
3810 W BELMONT AVE,34,2017,5,553,541,16,0,0,0,0
3810 W BELMONT AVE,35,2017,6,559,547,6,0,0,0,0
3810 W BELMONT AVE,36,2017,7,578,565,18,1,1,1,0
3810 W BELMONT AVE,37,2017,8,579,566,1,0,0,0,0
3810 W BELMONT AVE,38,2017,9,594,581,15,0,0,0,0
3810 W BELMONT AVE,39,2017,10,611,598,17,0,0,0,0
3810 W BELMONT AVE,40,2017,11,616,603,5,0,0,0,0
3810 W BELMONT AVE,41,2017,12,621,608,5,0,0,0,0
3810 W BELMONT AVE,42,2018,1,625,612,4,0,0,0,0
3810 W BELMONT AVE,43,2018,2,628,615,3,0,0,0,0
3810 W BELMONT AVE,44,2018,3,637,624,9,0,0,0,0
3810 W BELMONT AVE,45,2018,4,647,634,10,0,0,0,0
3810 W BELMONT AVE,45,2018,5,647,634,0,0,0,0,0
3832 W 79TH,1,2014,3,66,66,66,0,0,0,0
3832 W 79TH,2,2014,4,443,415,349,28,28,28,18
3832 W 79TH,3,2014,5,949,882,467,39,39,39,11
3832 W 79TH,4,2014,6,1297,1202,320,28,28,28,3
3832 W 79TH,5,2014,7,1923,1768,566,60,60,60,21
3832 W 79TH,5,2014,8,1923,1768,0,0,0,0,0
3832 W 79TH,6,2014,9,2267,2080,312,32,32,32,18
3832 W 79TH,7,2014,10,2476,2270,190,19,19,19,2
3832 W 79TH,8,2014,11,2568,2355,85,7,7,7,1
3832 W 79TH,9,2014,12,2654,2432,77,9,9,8,0
3832 W 79TH,10,2015,1,2754,2524,92,8,8,8,0
3832 W 79TH,11,2015,2,2815,2582,58,3,3,2,1
3832 W 79TH,12,2015,3,2993,2743,161,17,17,10,2
3832 W 79TH,13,2015,4,3074,2819,76,5,5,3,0
3832 W 79TH,14,2015,5,3252,2977,158,20,20,11,2
3832 W 79TH,15,2015,6,3410,3122,145,13,13,6,1
3832 W 79TH,16,2015,7,3839,3511,389,40,35,24,9
3832 W 79TH,17,2015,8,3922,3588,77,6,6,5,0
3832 W 79TH,18,2015,9,4110,3762,174,14,14,10,4
3832 W 79TH,19,2015,10,4217,3855,93,14,9,9,0
3832 W 79TH,20,2015,11,4282,3911,56,9,7,5,0
3832 W 79TH,21,2015,12,4331,3958,47,2,2,2,0
3832 W 79TH,22,2016,1,4390,4013,55,4,4,2,0
3832 W 79TH,23,2016,2,4475,4096,83,2,1,0,0
3832 W 79TH,24,2016,3,4592,4202,106,11,11,5,0
3832 W 79TH,25,2016,4,4678,4281,79,7,4,2,0
3832 W 79TH,26,2016,5,4801,4395,114,9,4,2,1
3832 W 79TH,27,2016,6,4910,4497,102,7,4,4,0
3832 W 79TH,27,2016,7,4910,4497,0,0,0,0,0
3832 W 79TH,27,2016,8,4910,4497,0,0,0,0,0
3832 W 79TH,28,2016,9,5017,4593,96,11,8,8,1
3832 W 79TH,29,2016,10,5116,4680,87,12,8,5,1
3832 W 79TH,30,2016,11,5143,4707,27,0,0,0,0
3832 W 79TH,31,2016,12,5147,4711,4,0,0,0,0
3832 W 79TH,31,2017,1,5147,4711,0,0,0,0,0
3832 W 79TH,32,2017,2,5207,4767,56,4,4,2,0
3832 W 79TH,33,2017,3,5276,4831,64,5,3,3,1
3832 W 79TH,34,2017,4,5311,4862,31,4,3,3,0
3832 W 79TH,35,2017,5,5385,4930,68,6,5,4,1
3832 W 79TH,36,2017,6,5437,4978,48,4,3,3,0
3832 W 79TH,37,2017,7,5610,5131,153,20,11,9,4
3832 W 79TH,38,2017,8,5637,5157,26,1,1,1,1
3832 W 79TH,39,2017,9,5705,5220,63,5,4,0,0
3832 W 79TH,40,2017,10,5778,5285,65,8,5,5,2
3832 W 79TH,41,2017,11,5813,5318,33,2,2,1,0
3832 W 79TH,42,2017,12,5854,5355,37,4,2,2,1
3832 W 79TH,43,2018,1,5898,5398,43,1,1,1,0
3832 W 79TH,44,2018,2,5952,5447,49,5,4,2,1
3832 W 79TH,45,2018,3,6023,5514,67,4,2,2,0
3832 W 79TH,46,2018,4,6131,5615,101,7,4,2,0
3832 W 79TH,46,2018,5,6131,5615,0,0,0,0,0
3843 S WESTERN,1,2013,10,173,151,151,22,22,22,22
3843 S WESTERN,2,2013,11,1196,958,807,216,216,216,162
3843 S WESTERN,3,2013,12,1924,1532,574,154,154,154,65
3843 S WESTERN,4,2014,1,2361,1897,365,72,72,72,15
3843 S WESTERN,5,2014,2,2778,2250,353,64,64,64,24
3843 S WESTERN,6,2014,3,3396,2745,495,123,123,123,35
3843 S WESTERN,7,2014,4,4269,3494,749,124,124,124,53
3843 S WESTERN,8,2014,5,5012,4131,637,106,106,106,25
3843 S WESTERN,9,2014,6,5796,4805,674,110,110,101,31
3843 S WESTERN,10,2014,7,6397,5324,519,82,82,77,26
3843 S WESTERN,11,2014,8,7172,5991,667,108,108,98,28
3843 S WESTERN,12,2014,9,7334,6126,135,27,27,23,1
3843 S WESTERN,13,2014,10,7480,6249,123,23,23,17,2
3843 S WESTERN,14,2014,11,8248,6901,652,116,116,97,28
3843 S WESTERN,15,2014,12,9064,7577,676,140,138,110,35
3843 S WESTERN,16,2015,1,9820,8213,636,120,111,93,23
3843 S WESTERN,17,2015,2,10787,9049,836,131,127,109,34
3843 S WESTERN,18,2015,3,11979,10031,982,210,195,167,55
3843 S WESTERN,19,2015,4,13382,11185,1154,249,234,209,66
3843 S WESTERN,20,2015,5,15027,12498,1313,332,302,269,90
3843 S WESTERN,21,2015,6,16190,13449,951,212,194,177,44
3843 S WESTERN,22,2015,7,17661,14626,1177,294,273,244,73
3843 S WESTERN,23,2015,8,18885,15573,947,277,257,229,63
3843 S WESTERN,24,2015,9,20193,16643,1070,238,226,207,50
3843 S WESTERN,25,2015,10,21538,17745,1102,243,227,204,48
3843 S WESTERN,26,2015,11,22704,18641,896,270,248,208,55
3843 S WESTERN,27,2015,12,23858,19551,910,244,214,176,47
3843 S WESTERN,28,2016,1,25030,20478,927,245,220,176,43
3843 S WESTERN,29,2016,2,26120,21331,853,237,219,169,47
3843 S WESTERN,30,2016,3,27400,22315,984,296,269,214,62
3843 S WESTERN,31,2016,4,28709,23349,1034,275,233,192,50
3843 S WESTERN,32,2016,5,29935,24316,967,259,235,189,58
3843 S WESTERN,33,2016,6,31133,25242,926,272,223,179,44
3843 S WESTERN,34,2016,7,32392,26236,994,265,225,193,70
3843 S WESTERN,35,2016,8,33761,27303,1067,302,261,222,63
3843 S WESTERN,36,2016,9,34977,28220,917,299,243,204,32
3843 S WESTERN,37,2016,10,36124,29111,891,256,202,155,37
3843 S WESTERN,38,2016,11,37243,30008,897,222,186,156,29
3843 S WESTERN,39,2016,12,38129,30709,701,185,138,96,20
3843 S WESTERN,40,2017,1,38886,31294,585,172,134,103,12
3843 S WESTERN,41,2017,2,39698,31957,663,149,124,97,17
3843 S WESTERN,42,2017,3,40641,32721,764,179,141,103,27
3843 S WESTERN,43,2017,4,41638,33509,788,209,163,127,36
3843 S WESTERN,44,2017,5,42654,34327,818,198,156,127,25
3843 S WESTERN,45,2017,6,43234,34806,479,101,76,67,18
3843 S WESTERN,46,2017,7,44267,35641,835,198,152,121,51
3843 S WESTERN,47,2017,8,45384,36546,905,212,156,128,39
3843 S WESTERN,48,2017,9,46352,37307,761,207,155,129,33
3843 S WESTERN,49,2017,10,47211,37985,678,181,137,112,21
3843 S WESTERN,50,2017,11,48203,38794,809,183,137,120,28
3843 S WESTERN,51,2017,12,49162,39541,747,212,149,122,30
3843 S WESTERN,52,2018,1,49967,40170,629,176,125,102,29
3843 S WESTERN,53,2018,2,50671,40717,547,157,113,91,15
3843 S WESTERN,54,2018,3,51729,41575,858,200,157,136,43
3843 S WESTERN,55,2018,4,52634,42310,735,170,121,93,21
3843 S WESTERN,55,2018,5,52634,42310,0,0,0,0,0
3843 W 111TH,1,2014,2,18,18,18,0,0,0,0
3843 W 111TH,2,2014,3,250,236,218,14,14,14,12
3843 W 111TH,3,2014,4,483,451,215,18,18,18,8
3843 W 111TH,4,2014,5,768,718,267,18,18,18,6
3843 W 111TH,5,2014,6,975,910,192,15,15,15,4
3843 W 111TH,6,2014,7,1218,1131,221,22,22,22,9
3843 W 111TH,6,2014,8,1218,1131,0,0,0,0,0
3843 W 111TH,7,2014,9,1414,1314,183,13,13,13,4
3843 W 111TH,8,2014,10,1607,1492,178,15,15,15,2
3843 W 111TH,9,2014,11,1706,1587,95,4,4,4,1
3843 W 111TH,10,2014,12,1790,1663,76,8,8,8,3
3843 W 111TH,11,2015,1,1871,1740,77,4,4,4,1
3843 W 111TH,12,2015,2,1958,1819,79,8,8,6,3
3843 W 111TH,13,2015,3,2169,2017,198,13,13,9,1
3843 W 111TH,14,2015,4,2309,2144,127,13,13,7,1
3843 W 111TH,15,2015,5,2535,2343,199,27,27,19,4
3843 W 111TH,16,2015,6,2750,2538,195,20,19,14,3
3843 W 111TH,16,2015,7,2750,2538,0,0,0,0,0
3843 W 111TH,16,2015,8,2750,2538,0,0,0,0,0
3843 W 111TH,17,2015,9,2943,2709,171,22,22,19,10
3843 W 111TH,18,2015,10,3181,2909,200,38,36,31,11
3843 W 111TH,19,2015,11,3309,3017,108,20,17,17,1
3843 W 111TH,20,2015,12,3415,3111,94,12,11,10,2
3843 W 111TH,21,2016,1,3563,3244,133,15,15,13,1
3843 W 111TH,22,2016,2,3727,3382,138,26,25,22,5
3843 W 111TH,23,2016,3,3881,3519,137,17,14,11,1
3843 W 111TH,24,2016,4,3970,3596,77,12,10,9,4
3843 W 111TH,25,2016,5,4157,3754,158,29,23,17,5
3843 W 111TH,26,2016,6,4319,3896,142,20,18,15,4
3843 W 111TH,27,2016,7,4548,4090,194,35,30,26,12
3843 W 111TH,28,2016,8,4589,4127,37,4,4,3,0
3843 W 111TH,29,2016,9,4732,4252,125,18,13,9,5
3843 W 111TH,30,2016,10,4871,4372,120,19,15,10,5
3843 W 111TH,31,2016,11,4975,4460,88,16,10,8,2
3843 W 111TH,32,2016,12,5087,4558,98,14,12,10,2
3843 W 111TH,33,2017,1,5128,4591,33,8,7,5,1
3843 W 111TH,34,2017,2,5224,4676,85,11,9,7,1
3843 W 111TH,35,2017,3,5358,4792,116,18,13,9,1
3843 W 111TH,36,2017,4,5449,4873,81,10,7,6,0
3843 W 111TH,37,2017,5,5574,4981,108,17,12,10,2
3843 W 111TH,38,2017,6,5660,5052,71,15,12,11,4
3843 W 111TH,38,2017,7,5660,5052,0,0,0,0,0
3843 W 111TH,38,2017,8,5660,5052,0,0,0,0,0
3843 W 111TH,39,2017,9,5810,5189,137,13,11,8,5
3843 W 111TH,40,2017,10,5959,5315,126,23,18,15,6
3843 W 111TH,41,2017,11,6075,5419,104,12,11,11,2
3843 W 111TH,42,2017,12,6189,5518,99,15,11,8,0
3843 W 111TH,43,2018,1,6259,5573,55,15,9,9,0
3843 W 111TH,44,2018,2,6337,5639,66,12,6,6,0
3843 W 111TH,45,2018,3,6409,5701,62,10,9,7,0
3843 W 111TH,46,2018,4,6504,5784,83,12,9,8,4
3843 W 111TH,47,2018,5,6505,5785,1,0,0,0,0
3851 W 79th,1,2014,3,38,38,38,0,0,0,0
3851 W 79th,2,2014,4,231,224,186,7,7,7,5
3851 W 79th,3,2014,5,460,440,216,13,13,13,2
3851 W 79th,4,2014,6,626,604,164,2,2,2,1
3851 W 79th,5,2014,7,872,838,234,12,12,12,3
3851 W 79th,5,2014,8,872,838,0,0,0,0,0
3851 W 79th,6,2014,9,1056,1015,177,7,7,7,4
3851 W 79th,7,2014,10,1195,1144,129,10,10,10,1
3851 W 79th,8,2014,11,1260,1206,62,3,3,3,0
3851 W 79th,9,2014,12,1319,1262,56,3,3,3,1
3851 W 79th,10,2015,1,1363,1305,43,1,1,1,0
3851 W 79th,11,2015,2,1411,1350,45,3,3,1,0
3851 W 79th,12,2015,3,1493,1429,79,3,3,2,0
3851 W 79th,13,2015,4,1563,1496,67,3,3,3,2
3851 W 79th,14,2015,5,1663,1589,93,7,7,6,2
3851 W 79th,15,2015,6,1751,1673,84,4,4,2,0
3851 W 79th,16,2015,7,1933,1845,172,10,9,6,3
3851 W 79th,17,2015,8,1960,1871,26,1,1,1,0
3851 W 79th,18,2015,9,2027,1934,63,4,3,3,3
3851 W 79th,19,2015,10,2103,2004,70,6,5,4,1
3851 W 79th,20,2015,11,2149,2049,45,1,1,0,0
3851 W 79th,21,2015,12,2196,2096,47,0,0,0,0
3851 W 79th,22,2016,1,2242,2138,42,4,4,3,0
3851 W 79th,23,2016,2,2290,2181,43,5,4,4,2
3851 W 79th,24,2016,3,2338,2227,46,2,0,0,0
3851 W 79th,25,2016,4,2370,2257,30,2,2,2,0
3851 W 79th,26,2016,5,2430,2313,56,4,4,3,2
3851 W 79th,27,2016,6,2470,2353,40,0,0,0,0
3851 W 79th,27,2016,7,2470,2353,0,0,0,0,0
3851 W 79th,27,2016,8,2470,2353,0,0,0,0,0
3851 W 79th,28,2016,9,2516,2397,44,2,1,0,0
3851 W 79th,29,2016,10,2569,2447,50,3,2,1,0
3851 W 79th,30,2016,11,2608,2485,38,1,0,0,0
3851 W 79th,31,2016,12,2645,2518,33,4,3,3,2
3851 W 79th,32,2017,1,2669,2538,20,4,3,3,1
3851 W 79th,33,2017,2,2701,2568,30,2,2,2,0
3851 W 79th,34,2017,3,2755,2614,46,8,6,5,2
3851 W 79th,35,2017,4,2781,2640,26,0,0,0,0
3851 W 79th,36,2017,5,2816,2674,34,1,1,1,0
3851 W 79th,37,2017,6,2859,2714,40,3,3,3,2
3851 W 79th,38,2017,7,2931,2785,71,1,1,1,1
3851 W 79th,39,2017,8,2946,2800,15,0,0,0,0
3851 W 79th,40,2017,9,2993,2843,43,4,4,4,2
3851 W 79th,41,2017,10,3031,2881,38,0,0,0,0
3851 W 79th,42,2017,11,3055,2904,23,1,1,1,0
3851 W 79th,43,2017,12,3092,2940,36,1,1,1,1
3851 W 79th,44,2018,1,3121,2969,29,0,0,0,0
3851 W 79th,45,2018,2,3152,2999,30,1,1,1,0
3851 W 79th,46,2018,3,3182,3029,30,0,0,0,0
3851 W 79th,47,2018,4,3218,3063,34,2,0,0,0
3851 W 79th,47,2018,5,3218,3063,0,0,0,0,0
4040 W 55TH,1,2014,3,28,28,28,0,0,0,0
4040 W 55TH,2,2014,4,231,226,198,5,5,5,3
4040 W 55TH,3,2014,5,507,483,257,19,19,19,8
4040 W 55TH,4,2014,6,635,602,119,9,9,9,4
4040 W 55TH,4,2014,7,635,602,0,0,0,0,0
4040 W 55TH,4,2014,8,635,602,0,0,0,0,0
4040 W 55TH,5,2014,9,843,796,194,14,14,14,7
4040 W 55TH,6,2014,10,964,913,117,4,4,4,1
4040 W 55TH,7,2014,11,1019,967,54,1,1,1,1
4040 W 55TH,8,2014,12,1061,1007,40,2,2,2,0
4040 W 55TH,9,2015,1,1079,1022,15,3,3,2,1
4040 W 55TH,10,2015,2,1117,1058,36,2,2,2,0
4040 W 55TH,11,2015,3,1248,1179,121,10,10,9,4
4040 W 55TH,12,2015,4,1363,1289,110,5,5,3,0
4040 W 55TH,13,2015,5,1523,1440,151,9,9,7,3
4040 W 55TH,14,2015,6,1640,1548,108,9,9,5,2
4040 W 55TH,14,2015,7,1640,1548,0,0,0,0,0
4040 W 55TH,14,2015,8,1640,1548,0,0,0,0,0
4040 W 55TH,15,2015,9,1762,1662,114,8,7,5,1
4040 W 55TH,16,2015,10,1873,1765,103,8,8,4,3
4040 W 55TH,17,2015,11,1916,1807,42,1,1,1,0
4040 W 55TH,18,2015,12,1964,1852,45,3,3,3,0
4040 W 55TH,19,2016,1,2002,1888,36,2,2,1,0
4040 W 55TH,20,2016,2,2058,1941,53,3,3,3,1
4040 W 55TH,21,2016,3,2141,2020,79,4,3,3,1
4040 W 55TH,22,2016,4,2176,2055,35,0,0,0,0
4040 W 55TH,23,2016,5,2231,2109,54,1,1,1,0
4040 W 55TH,24,2016,6,2273,2146,37,5,3,2,0
4040 W 55TH,24,2016,7,2273,2146,0,0,0,0,0
4040 W 55TH,24,2016,8,2273,2146,0,0,0,0,0
4040 W 55TH,25,2016,9,2354,2219,73,8,5,2,1
4040 W 55TH,26,2016,10,2432,2295,76,2,2,1,0
4040 W 55TH,27,2016,11,2477,2337,42,3,2,2,0
4040 W 55TH,28,2016,12,2511,2369,32,2,0,0,0
4040 W 55TH,29,2017,1,2528,2385,16,1,1,0,0
4040 W 55TH,30,2017,2,2554,2409,24,2,1,0,0
4040 W 55TH,31,2017,3,2606,2459,50,2,1,1,0
4040 W 55TH,32,2017,4,2655,2506,47,2,1,1,0
4040 W 55TH,33,2017,5,2737,2584,78,4,4,2,0
4040 W 55TH,34,2017,6,2804,2646,62,5,3,2,0
4040 W 55TH,34,2017,7,2804,2646,0,0,0,0,0
4040 W 55TH,34,2017,8,2804,2646,0,0,0,0,0
4040 W 55TH,35,2017,9,2875,2711,65,6,4,4,1
4040 W 55TH,36,2017,10,2946,2776,65,6,6,4,0
4040 W 55TH,37,2017,11,2976,2803,27,3,2,2,1
4040 W 55TH,38,2017,12,3014,2838,35,3,2,2,1
4040 W 55TH,39,2018,1,3046,2867,29,3,3,3,0
4040 W 55TH,40,2018,2,3102,2911,44,12,9,8,0
4040 W 55TH,41,2018,3,3186,2995,84,0,0,0,0
4040 W 55TH,42,2018,4,3263,3066,71,6,4,2,0
4040 W 55TH,42,2018,5,3263,3066,0,0,0,0,0
4040 W CHICAGO AVE,1,2014,5,1374,1216,1216,158,158,158,158
4040 W CHICAGO AVE,2,2014,6,2474,2166,950,150,150,150,36
4040 W CHICAGO AVE,3,2014,7,3997,3379,1213,310,310,310,123
4040 W CHICAGO AVE,3,2014,8,3997,3379,0,0,0,0,0
4040 W CHICAGO AVE,4,2014,9,5225,4372,993,235,235,235,73
4040 W CHICAGO AVE,5,2014,10,5979,4986,614,140,140,140,33
4040 W CHICAGO AVE,6,2014,11,6273,5230,244,50,50,50,8
4040 W CHICAGO AVE,7,2014,12,6578,5489,259,46,46,46,2
4040 W CHICAGO AVE,8,2015,1,6891,5755,266,47,47,43,8
4040 W CHICAGO AVE,9,2015,2,7168,5985,230,47,47,44,10
4040 W CHICAGO AVE,10,2015,3,7643,6409,424,51,51,39,8
4040 W CHICAGO AVE,11,2015,4,8113,6806,397,73,73,50,11
4040 W CHICAGO AVE,12,2015,5,8802,7389,583,106,106,79,21
4040 W CHICAGO AVE,13,2015,6,9400,7895,506,92,92,68,17
4040 W CHICAGO AVE,14,2015,7,10406,8734,839,167,162,119,47
4040 W CHICAGO AVE,14,2015,8,10406,8734,0,0,0,0,0
4040 W CHICAGO AVE,15,2015,9,11010,9254,520,84,76,61,21
4040 W CHICAGO AVE,16,2015,10,11517,9687,433,74,67,60,15
4040 W CHICAGO AVE,17,2015,11,11767,9894,207,43,40,35,7
4040 W CHICAGO AVE,18,2015,12,11937,10034,140,30,24,21,1
4040 W CHICAGO AVE,19,2016,1,12165,10228,194,34,27,23,3
4040 W CHICAGO AVE,20,2016,2,12390,10425,197,28,27,23,2
4040 W CHICAGO AVE,21,2016,3,12685,10689,264,31,23,16,3
4040 W CHICAGO AVE,22,2016,4,12901,10879,190,26,22,11,1
4040 W CHICAGO AVE,23,2016,5,13276,11211,332,43,32,19,9
4040 W CHICAGO AVE,24,2016,6,13500,11409,198,26,24,15,4
4040 W CHICAGO AVE,25,2016,7,13949,11800,391,58,46,36,18
4040 W CHICAGO AVE,26,2016,8,14027,11867,67,11,7,5,0
4040 W CHICAGO AVE,27,2016,9,14461,12239,372,62,51,47,18
4040 W CHICAGO AVE,28,2016,10,14765,12501,262,42,28,21,3
4040 W CHICAGO AVE,29,2016,11,14981,12691,190,26,21,17,4
4040 W CHICAGO AVE,30,2016,12,15128,12820,129,18,11,11,1
4040 W CHICAGO AVE,31,2017,1,15237,12914,94,15,9,8,3
4040 W CHICAGO AVE,32,2017,2,15396,13049,135,24,14,11,3
4040 W CHICAGO AVE,33,2017,3,15627,13257,208,23,16,14,6
4040 W CHICAGO AVE,34,2017,4,15779,13394,137,15,10,9,1
4040 W CHICAGO AVE,35,2017,5,16037,13629,235,23,18,12,5
4040 W CHICAGO AVE,36,2017,6,16257,13823,194,26,15,11,0
4040 W CHICAGO AVE,37,2017,7,16681,14201,378,46,33,29,8
4040 W CHICAGO AVE,38,2017,8,16736,14250,49,6,4,3,0
4040 W CHICAGO AVE,39,2017,9,16972,14466,216,20,10,8,2
4040 W CHICAGO AVE,40,2017,10,17191,14651,185,34,25,23,8
4040 W CHICAGO AVE,41,2017,11,17331,14775,124,16,11,10,3
4040 W CHICAGO AVE,42,2017,12,17472,14903,128,13,6,6,0
4040 W CHICAGO AVE,43,2018,1,17594,15006,103,19,16,10,3
4040 W CHICAGO AVE,44,2018,2,17731,15127,121,16,11,8,0
4040 W CHICAGO AVE,45,2018,3,17904,15281,154,19,13,10,1
4040 W CHICAGO AVE,46,2018,4,18145,15497,216,25,20,17,8
4040 W CHICAGO AVE,47,2018,5,18146,15498,1,0,0,0,0
4041 W CHICAGO AVE,1,2014,5,505,485,485,20,20,20,20
4041 W CHICAGO AVE,2,2014,6,886,829,344,37,37,37,15
4041 W CHICAGO AVE,3,2014,7,1515,1392,563,66,66,66,29
4041 W CHICAGO AVE,3,2014,8,1515,1392,0,0,0,0,0
4041 W CHICAGO AVE,4,2014,9,1996,1821,429,52,52,52,20
4041 W CHICAGO AVE,5,2014,10,2385,2169,348,41,41,41,9
4041 W CHICAGO AVE,6,2014,11,2569,2331,162,22,22,22,2
4041 W CHICAGO AVE,7,2014,12,2733,2476,145,19,19,19,2
4041 W CHICAGO AVE,8,2015,1,2934,2656,180,21,21,18,4
4041 W CHICAGO AVE,9,2015,2,3073,2776,120,19,19,17,2
4041 W CHICAGO AVE,10,2015,3,3251,2943,167,11,11,9,0
4041 W CHICAGO AVE,11,2015,4,3550,3217,274,25,25,19,6
4041 W CHICAGO AVE,12,2015,5,3979,3607,390,39,39,33,10
4041 W CHICAGO AVE,13,2015,6,4242,3837,230,33,33,26,5
4041 W CHICAGO AVE,14,2015,7,4714,4252,415,57,56,47,21
